Specialization,Case Type,Case Number,Lawyer ID,Win/Lose
Immigration Lawyer,Deportation,1039,1009,0
Immigration Lawyer,Deportation,1006,1009,0
Business Lawyer,ContractDispute,1028,1012,0
Criminal Lawyer,Murder,1033,1000,0
Business Lawyer,BusinessFraud,1049,1012,0
Business Lawyer,IntellectualProperty,1035,1012,1
Criminal Lawyer,Burglary,1001,1000,1
Family Lawyer,Divorce,1003,1005,0
Business Lawyer,ContractDispute,1003,1013,0
Business Lawyer,IntellectualProperty,1003,1014,1
Tax Lawyer,TaxEvasion,1014,1018,1
Family Lawyer,ChildCustody,1009,1005,1
Immigration Lawyer,VisaApplication,1048,1010,0
Family Lawyer,Divorce,1022,1004,1
Tax Lawyer,IRSAudit,1026,1019,1
Criminal Lawyer,Robbery,1019,1001,0
Immigration Lawyer,Asylum,1020,1010,0
Criminal Lawyer,Assault,1010,1000,0
Criminal Lawyer,Burglary,1003,1002,0
Business Lawyer,BusinessFraud,1050,1013,1
Criminal Lawyer,Drug,1018,1001,0
Business Lawyer,ContractDispute,1023,1012,1
Tax Lawyer,IRSAudit,1001,1019,0
Tax Lawyer,TaxFraud,1011,1017,1
Immigration Lawyer,VisaApplication,1048,1010,0
Immigration Lawyer,Asylum,1020,1009,1
Immigration Lawyer,Deportation,1031,1010,0
Immigration Lawyer,Asylum,1027,1008,1
Immigration Lawyer,Deportation,1015,1010,0
Family Lawyer,Adoption,1036,1004,0
Business Lawyer,IntellectualProperty,1010,1014,1
Immigration Lawyer,Asylum,1020,1008,0
Business Lawyer,BusinessFraud,1037,1012,0
Business Lawyer,IntellectualProperty,1044,1014,0
Business Lawyer,ContractDispute,1042,1013,0
Criminal Lawyer,Burglary,1013,1000,1
Criminal Lawyer,Murder,1023,1002,0
Family Lawyer,Adoption,1007,1004,0
Immigration Lawyer,VisaApplication,1008,1008,1
Criminal Lawyer,Robbery,1029,1000,1
Business Lawyer,IntellectualProperty,1037,1013,0
Business Lawyer,BusinessFraud,1012,1013,1
Tax Lawyer,IRSAudit,1022,1018,1
Tax Lawyer,TaxEvasion,1034,1016,0
Business Lawyer,BusinessFraud,1008,1012,0
Business Lawyer,BusinessFraud,1046,1012,0
Tax Lawyer,IRSAudit,1015,1016,1
Tax Lawyer,TaxFraud,1012,1016,1
Criminal Lawyer,Robbery,1006,1001,1
Criminal Lawyer,Burglary,1019,1002,0
Business Lawyer,IntellectualProperty,1012,1014,1
Tax Lawyer,IRSAudit,1041,1016,1
Tax Lawyer,IRSAudit,1026,1019,1
Business Lawyer,IntellectualProperty,1036,1012,0
Criminal Lawyer,Murder,1031,1002,1
Tax Lawyer,TaxEvasion,1006,1017,0
Immigration Lawyer,Asylum,1024,1010,0
Criminal Lawyer,Drug,1007,1002,0
Family Lawyer,Adoption,1016,1004,1
Tax Lawyer,IRSAudit,1028,1017,1
Business Lawyer,BusinessFraud,1029,1014,1
Immigration Lawyer,Asylum,1019,1008,1
Criminal Lawyer,Drug,1025,1000,0
Criminal Lawyer,Assault,1006,1002,0
Tax Lawyer,IRSAudit,1017,1016,0
Tax Lawyer,TaxFraud,1020,1018,0
Family Lawyer,Divorce,1034,1004,1
Tax Lawyer,TaxFraud,1036,1016,0
Tax Lawyer,TaxFraud,1026,1017,1
Family Lawyer,Divorce,1021,1005,1
Tax Lawyer,TaxFraud,1003,1017,1
Criminal Lawyer,Robbery,1014,1000,0
Criminal Lawyer,Drug,1027,1000,0
Criminal Lawyer,Drug,1040,1002,0
Business Lawyer,IntellectualProperty,1035,1012,1
Immigration Lawyer,Deportation,1029,1009,0
Criminal Lawyer,Assault,1014,1002,1
Business Lawyer,IntellectualProperty,1019,1013,0
Family Lawyer,Adoption,1023,1006,1
Immigration Lawyer,Deportation,1023,1009,1
Tax Lawyer,IRSAudit,1013,1017,0
Criminal Lawyer,Burglary,1003,1002,0
Immigration Lawyer,VisaApplication,1045,1009,1
Business Lawyer,IntellectualProperty,1002,1013,1
Family Lawyer,Adoption,1005,1005,0
Criminal Lawyer,Burglary,1014,1001,0
Business Lawyer,BusinessFraud,1028,1013,0
Criminal Lawyer,Burglary,1022,1001,0
Family Lawyer,Adoption,1001,1006,1
Immigration Lawyer,VisaApplication,1048,1010,0
Business Lawyer,ContractDispute,1025,1014,1
Business Lawyer,BusinessFraud,1021,1013,1
Family Lawyer,Adoption,1020,1006,0
Criminal Lawyer,Murder,1009,1000,0
Criminal Lawyer,Assault,1021,1002,1
Immigration Lawyer,Deportation,1015,1010,0
Family Lawyer,ChildCustody,1020,1004,0
Business Lawyer,IntellectualProperty,1017,1014,1
Business Lawyer,IntellectualProperty,1025,1012,1
Criminal Lawyer,Robbery,1018,1000,1
Tax Lawyer,IRSAudit,1015,1017,1
Criminal Lawyer,Burglary,1020,1002,1
Immigration Lawyer,Asylum,1011,1010,0
Immigration Lawyer,VisaApplication,1005,1009,1
Business Lawyer,BusinessFraud,1036,1014,1
Family Lawyer,ChildCustody,1006,1004,1
Business Lawyer,ContractDispute,1013,1012,0
Immigration Lawyer,VisaApplication,1044,1010,0
Family Lawyer,Adoption,1001,1005,1
Business Lawyer,IntellectualProperty,1010,1012,0
Criminal Lawyer,Robbery,1034,1000,1
Immigration Lawyer,Deportation,1031,1010,0
Business Lawyer,IntellectualProperty,1049,1014,0
Family Lawyer,Divorce,1022,1004,1
Criminal Lawyer,Drug,1032,1002,0
Business Lawyer,BusinessFraud,1021,1013,1
Family Lawyer,ChildCustody,1015,1006,1
Business Lawyer,ContractDispute,1023,1012,1
Tax Lawyer,TaxFraud,1021,1016,1
Business Lawyer,BusinessFraud,1032,1012,1
Tax Lawyer,IRSAudit,1023,1018,0
Criminal Lawyer,Assault,1010,1000,0
Business Lawyer,IntellectualProperty,1005,1013,0
Immigration Lawyer,VisaApplication,1015,1009,0
Business Lawyer,ContractDispute,1042,1014,1
Business Lawyer,ContractDispute,1019,1012,0
Business Lawyer,BusinessFraud,1007,1012,0
Immigration Lawyer,Asylum,1028,1008,0
Family Lawyer,Divorce,1016,1005,1
Business Lawyer,IntellectualProperty,1017,1014,1
Criminal Lawyer,Drug,1020,1000,1
Tax Lawyer,TaxEvasion,1010,1016,1
Business Lawyer,IntellectualProperty,1036,1012,0
Immigration Lawyer,Asylum,1043,1010,0
Business Lawyer,ContractDispute,1052,1014,1
Business Lawyer,IntellectualProperty,1008,1013,1
Tax Lawyer,TaxFraud,1024,1017,1
Immigration Lawyer,Asylum,1010,1009,0
Immigration Lawyer,Deportation,1021,1010,1
Immigration Lawyer,Deportation,1033,1009,1
Tax Lawyer,TaxFraud,1005,1017,0
Criminal Lawyer,Burglary,1002,1002,1
Business Lawyer,BusinessFraud,1020,1012,0
Tax Lawyer,IRSAudit,1001,1016,0
Tax Lawyer,IRSAudit,1041,1016,1
Tax Lawyer,TaxEvasion,1017,1019,0
Immigration Lawyer,Asylum,1001,1010,1
Tax Lawyer,TaxEvasion,1018,1019,0
Business Lawyer,ContractDispute,1013,1012,0
Business Lawyer,IntellectualProperty,1030,1014,0
Tax Lawyer,TaxFraud,1011,1017,1
Business Lawyer,BusinessFraud,1041,1013,0
Family Lawyer,ChildCustody,1038,1004,0
Tax Lawyer,TaxEvasion,1008,1016,0
Immigration Lawyer,Asylum,1019,1008,1
Family Lawyer,Divorce,1018,1005,1
Tax Lawyer,IRSAudit,1041,1016,1
Business Lawyer,IntellectualProperty,1029,1012,1
Business Lawyer,ContractDispute,1048,1012,0
Criminal Lawyer,Burglary,1042,1000,0
Family Lawyer,Divorce,1023,1004,0
Immigration Lawyer,VisaApplication,1012,1010,1
Business Lawyer,BusinessFraud,1047,1013,1
Tax Lawyer,IRSAudit,1048,1016,1
Tax Lawyer,TaxEvasion,1010,1016,1
Business Lawyer,IntellectualProperty,1016,1013,1
Immigration Lawyer,Asylum,1057,1010,1
Business Lawyer,ContractDispute,1028,1012,0
Criminal Lawyer,Murder,1031,1002,1
Tax Lawyer,TaxFraud,1020,1017,1
Tax Lawyer,TaxEvasion,1011,1018,0
Immigration Lawyer,VisaApplication,1027,1009,1
Criminal Lawyer,Burglary,1017,1002,1
Criminal Lawyer,Murder,1016,1001,1
Immigration Lawyer,VisaApplication,1029,1008,1
Tax Lawyer,TaxFraud,1012,1016,1
Immigration Lawyer,Asylum,1022,1008,1
Business Lawyer,IntellectualProperty,1045,1013,0
Business Lawyer,BusinessFraud,1037,1014,1
Tax Lawyer,IRSAudit,1026,1016,0
Business Lawyer,BusinessFraud,1053,1014,0
Criminal Lawyer,Murder,1025,1002,1
Business Lawyer,BusinessFraud,1031,1014,0
Immigration Lawyer,Deportation,1025,1009,0
Tax Lawyer,TaxEvasion,1005,1019,0
Criminal Lawyer,Robbery,1021,1001,0
Business Lawyer,IntellectualProperty,1002,1013,1
Business Lawyer,ContractDispute,1047,1012,0
Tax Lawyer,IRSAudit,1011,1016,0
Family Lawyer,Divorce,1018,1005,1
Criminal Lawyer,Burglary,1041,1000,0
Tax Lawyer,IRSAudit,1022,1016,0
Immigration Lawyer,VisaApplication,1017,1009,0
Business Lawyer,BusinessFraud,1055,1012,1
Immigration Lawyer,VisaApplication,1045,1010,1
Family Lawyer,Divorce,1024,1006,1
Immigration Lawyer,VisaApplication,1044,1010,0
Immigration Lawyer,VisaApplication,1024,1008,0
Criminal Lawyer,Assault,1024,1000,1
Business Lawyer,ContractDispute,1014,1014,0
Tax Lawyer,TaxEvasion,1053,1016,1
Family Lawyer,ChildCustody,1015,1004,1
Business Lawyer,BusinessFraud,1008,1012,0
Immigration Lawyer,Deportation,1040,1009,0
Family Lawyer,Adoption,1028,1005,1
Business Lawyer,IntellectualProperty,1046,1014,1
Criminal Lawyer,Burglary,1035,1002,0
Business Lawyer,IntellectualProperty,1039,1014,0
